timestamp                     	host_id   	cur_train_loss	cur_val_loss	cur_patience	best_loss 	cur_epoch 
2018-11-20_07:18:44           	nih       	-0.9669   	-0.9697   	5         	-0.9713   	34        
2018-11-20_07:21:28           	vu        	-0.9740   	-0.9732   	0         	-0.9732   	35        
2018-11-20_07:24:36           	nih       	-0.9676   	-0.9678   	1         	-0.9732   	36        
2018-11-20_07:27:19           	vu        	-0.9752   	-0.9740   	0         	-0.9740   	37        
2018-11-20_07:30:32           	nih       	-0.9699   	-0.9717   	1         	-0.9740   	38        
2018-11-20_07:33:22           	vu        	-0.9760   	-0.9760   	0         	-0.9760   	39        
2018-11-20_07:36:31           	nih       	-0.9708   	-0.9720   	1         	-0.9760   	40        
2018-11-20_07:39:17           	vu        	-0.9771   	-0.9719   	2         	-0.9760   	41        
2018-11-20_07:42:32           	nih       	-0.9719   	-0.9738   	3         	-0.9760   	42        
2018-11-20_07:45:23           	vu        	-0.9769   	-0.9765   	0         	-0.9765   	43        
2018-11-20_11:54:31           	nih       	-0.9697   	-0.9687   	1         	-0.9765   	44        
2018-11-20_11:57:25           	vu        	-0.9784   	-0.9782   	0         	-0.9782   	45        
2018-11-20_11:59:35           	nih       	-0.9716   	-0.9745   	1         	-0.9782   	46        
2018-11-20_12:02:34           	vu        	-0.9793   	-0.9797   	0         	-0.9797   	47        
2018-11-20_12:04:46           	nih       	-0.9724   	-0.9762   	1         	-0.9797   	48        
2018-11-20_12:07:45           	vu        	-0.9800   	-0.9795   	2         	-0.9797   	49        
2018-11-20_12:09:56           	nih       	-0.9744   	-0.9770   	3         	-0.9797   	50        
2018-11-20_12:12:58           	vu        	-0.9804   	-0.9796   	4         	-0.9797   	51        
2018-11-20_12:15:21           	nih       	-0.9751   	-0.9747   	5         	-0.9797   	52        
2018-11-20_12:18:23           	vu        	-0.9811   	-0.9798   	0         	-0.9798   	53        
2018-11-20_12:20:52           	nih       	-0.9755   	-0.9768   	1         	-0.9798   	54        
2018-11-20_12:23:50           	vu        	-0.9816   	-0.9820   	0         	-0.9820   	55        
2018-11-20_12:26:14           	nih       	-0.9766   	-0.9794   	1         	-0.9820   	56        
2018-11-20_12:29:21           	vu        	-0.9819   	-0.9809   	2         	-0.9820   	57        
2018-11-20_12:31:50           	nih       	-0.9770   	-0.9790   	3         	-0.9820   	58        
2018-11-20_12:34:51           	vu        	-0.9825   	-0.9820   	0         	-0.9820   	59        
2018-11-20_12:37:30           	nih       	-0.9777   	-0.9805   	1         	-0.9820   	60        
2018-11-20_12:40:33           	vu        	-0.9830   	-0.9823   	0         	-0.9823   	61        
2018-11-20_12:43:15           	nih       	-0.9783   	-0.9809   	1         	-0.9823   	62        
2018-11-20_12:46:28           	vu        	-0.9831   	-0.9824   	0         	-0.9824   	63        
2018-11-20_12:49:13           	nih       	-0.9788   	-0.9806   	1         	-0.9824   	64        
2018-11-20_12:52:24           	vu        	-0.9837   	-0.9822   	2         	-0.9824   	65        
2018-11-20_12:55:14           	nih       	-0.9788   	-0.9821   	3         	-0.9824   	66        
2018-11-20_12:58:23           	vu        	-0.9841   	-0.9836   	0         	-0.9836   	67        
2018-11-20_13:01:10           	nih       	-0.9798   	-0.9810   	1         	-0.9836   	68        
2018-11-20_13:04:21           	vu        	-0.9844   	-0.9823   	2         	-0.9836   	69        
2018-11-20_13:07:17           	nih       	-0.9806   	-0.9813   	3         	-0.9836   	70        
2018-11-20_13:10:32           	vu        	-0.9846   	-0.9840   	0         	-0.9840   	71        
2018-11-20_13:13:29           	nih       	-0.9805   	-0.9807   	1         	-0.9840   	72        
2018-11-20_13:16:47           	vu        	-0.9847   	-0.9837   	2         	-0.9840   	73        
2018-11-20_13:19:45           	nih       	-0.9811   	-0.9814   	3         	-0.9840   	74        
2018-11-20_13:23:01           	vu        	-0.9850   	-0.9847   	0         	-0.9847   	75        
2018-11-20_13:26:07           	nih       	-0.9814   	-0.9823   	1         	-0.9847   	76        
2018-11-20_13:29:28           	vu        	-0.9853   	-0.9839   	2         	-0.9847   	77        
2018-11-20_13:32:41           	nih       	-0.9819   	-0.9832   	3         	-0.9847   	78        
2018-11-20_13:36:07           	vu        	-0.9854   	-0.9850   	0         	-0.9850   	79        
2018-11-20_13:39:21           	nih       	-0.9820   	-0.9831   	1         	-0.9850   	80        
2018-11-20_13:42:49           	vu        	-0.9858   	-0.9859   	0         	-0.9859   	81        
2018-11-20_13:46:05           	nih       	-0.9825   	-0.9825   	1         	-0.9859   	82        
2018-11-20_13:49:32           	vu        	-0.9862   	-0.9856   	2         	-0.9859   	83        
2018-11-20_13:52:57           	nih       	-0.9827   	-0.9832   	3         	-0.9859   	84        
2018-11-20_13:56:27           	vu        	-0.9865   	-0.9858   	4         	-0.9859   	85        
2018-11-20_15:29:09           	nih       	-0.9809   	-0.9834   	5         	-0.9859   	86        
2018-11-20_15:32:40           	vu        	-0.9866   	-0.9859   	0         	-0.9859   	87        
2018-11-20_15:34:56           	nih       	-0.9814   	-0.9844   	1         	-0.9859   	88        
2018-11-20_15:38:29           	vu        	-0.9868   	-0.9861   	0         	-0.9861   	89        
2018-11-20_15:40:46           	nih       	-0.9820   	-0.9841   	1         	-0.9861   	90        
2018-11-20_15:44:21           	vu        	-0.9868   	-0.9861   	0         	-0.9861   	91        
2018-11-20_15:46:41           	nih       	-0.9825   	-0.9851   	1         	-0.9861   	92        
2018-11-20_15:50:24           	vu        	-0.9871   	-0.9864   	0         	-0.9864   	93        
2018-11-20_15:52:50           	nih       	-0.9827   	-0.9846   	1         	-0.9864   	94        
2018-11-20_15:56:30           	vu        	-0.9874   	-0.9862   	2         	-0.9864   	95        
2018-11-20_15:58:51           	nih       	-0.9832   	-0.9840   	3         	-0.9864   	96        
2018-11-20_16:02:37           	vu        	-0.9872   	-0.9864   	3         	-0.9864   	97        
2018-11-20_16:05:09           	nih       	-0.9838   	-0.9851   	4         	-0.9864   	98        
2018-11-20_16:08:56           	vu        	-0.9877   	-0.9858   	5         	-0.9864   	99        
2018-11-20_16:11:25           	nih       	-0.9842   	-0.9855   	6         	-0.9864   	100       
2018-11-20_16:15:06           	vu        	-0.9878   	-0.9864   	0         	-0.9864   	101       
2018-11-20_16:17:47           	nih       	-0.9840   	-0.9853   	1         	-0.9864   	102       
2018-11-20_16:21:40           	vu        	-0.9880   	-0.9873   	0         	-0.9873   	103       
2018-11-20_16:24:23           	nih       	-0.9847   	-0.9860   	1         	-0.9873   	104       
2018-11-20_16:28:14           	vu        	-0.9882   	-0.9873   	0         	-0.9873   	105       
2018-11-20_16:31:01           	nih       	-0.9847   	-0.9864   	1         	-0.9873   	106       
2018-11-20_16:34:52           	vu        	-0.9883   	-0.9872   	2         	-0.9873   	107       
2018-11-20_16:37:43           	nih       	-0.9847   	-0.9854   	3         	-0.9873   	108       
2018-11-20_16:41:40           	vu        	-0.9884   	-0.9872   	3         	-0.9873   	109       
2018-11-20_16:44:29           	nih       	-0.9850   	-0.9869   	4         	-0.9873   	110       
2018-11-20_16:48:22           	vu        	-0.9885   	-0.9878   	0         	-0.9878   	111       
2018-11-20_16:51:19           	nih       	-0.9854   	-0.9855   	1         	-0.9878   	112       
2018-11-20_16:55:15           	vu        	-0.9887   	-0.9882   	0         	-0.9882   	113       
2018-11-20_16:58:12           	nih       	-0.9855   	-0.9871   	1         	-0.9882   	114       
2018-11-20_17:02:10           	vu        	-0.9887   	-0.9865   	2         	-0.9882   	115       
2018-11-20_17:05:09           	nih       	-0.9857   	-0.9869   	3         	-0.9882   	116       
2018-11-20_17:09:08           	vu        	-0.9890   	-0.9878   	4         	-0.9882   	117       
2018-11-20_17:12:11           	nih       	-0.9859   	-0.9875   	5         	-0.9882   	118       
2018-11-20_17:16:19           	vu        	-0.9890   	-0.9882   	5         	-0.9882   	119       
2018-11-20_17:19:23           	nih       	-0.9863   	-0.9875   	6         	-0.9882   	120       
2018-11-20_17:23:33           	vu        	-0.9891   	-0.9881   	7         	-0.9882   	121       
2018-11-20_17:26:40           	nih       	-0.9864   	-0.9868   	8         	-0.9882   	122       
2018-11-20_17:30:48           	vu        	-0.9892   	-0.9877   	9         	-0.9882   	123       
2018-11-20_17:34:03           	nih       	-0.9865   	-0.9871   	10        	-0.9882   	124       
