timestamp                     	host_id   	cur_train_loss	cur_val_loss	cur_patience	best_loss 	cur_epoch 
2018-11-21_19:47:39           	vu        	-0.9462   	-0.9501   	0         	-0.9501   	61        
2018-11-21_19:50:33           	nih       	-0.9395   	-0.9421   	1         	-0.9501   	62        
2018-11-21_19:53:35           	vu        	-0.9508   	-0.9534   	0         	-0.9534   	63        
2018-11-21_19:56:33           	nih       	-0.9415   	-0.9433   	1         	-0.9534   	64        
2018-11-21_19:59:33           	vu        	-0.9537   	-0.9559   	0         	-0.9559   	65        
2018-11-21_20:02:38           	nih       	-0.9456   	-0.9467   	1         	-0.9559   	66        
2018-11-21_20:05:44           	vu        	-0.9570   	-0.9586   	0         	-0.9586   	67        
2018-11-21_20:08:46           	nih       	-0.9481   	-0.9504   	1         	-0.9586   	68        
2018-11-21_20:11:56           	vu        	-0.9591   	-0.9601   	0         	-0.9601   	69        
2018-11-21_20:14:57           	nih       	-0.9511   	-0.9532   	1         	-0.9601   	70        
2018-11-21_20:18:12           	vu        	-0.9620   	-0.9632   	0         	-0.9632   	71        
2018-11-21_20:21:25           	nih       	-0.9542   	-0.9567   	1         	-0.9632   	72        
2018-11-21_20:25:36           	vu        	-0.9638   	-0.9656   	0         	-0.9656   	73        
2018-11-21_20:28:53           	nih       	-0.9556   	-0.9577   	1         	-0.9656   	74        
2018-11-21_20:32:03           	vu        	-0.9660   	-0.9675   	0         	-0.9675   	75        
2018-11-21_20:35:18           	nih       	-0.9566   	-0.9564   	1         	-0.9675   	76        
2018-11-21_20:38:33           	vu        	-0.9680   	-0.9688   	0         	-0.9688   	77        
2018-11-21_20:41:53           	nih       	-0.9593   	-0.9612   	1         	-0.9688   	78        
2018-11-21_20:45:12           	vu        	-0.9693   	-0.9707   	0         	-0.9707   	79        
2018-11-21_20:48:33           	nih       	-0.9617   	-0.9622   	1         	-0.9707   	80        
2018-11-21_20:53:02           	vu        	-0.9715   	-0.9710   	0         	-0.9710   	81        
2018-11-21_20:56:26           	nih       	-0.9637   	-0.9644   	1         	-0.9710   	82        
2018-11-21_20:59:47           	vu        	-0.9717   	-0.9732   	0         	-0.9732   	83        
2018-11-21_21:03:24           	nih       	-0.9649   	-0.9664   	1         	-0.9732   	84        
2018-11-21_21:09:15           	vu        	-0.9741   	-0.9744   	0         	-0.9744   	85        
2018-11-21_21:17:02           	nih       	-0.9624   	-0.9666   	1         	-0.9744   	86        
2018-11-21_21:20:25           	vu        	-0.9754   	-0.9761   	0         	-0.9761   	87        
2018-11-21_21:22:51           	nih       	-0.9648   	-0.9684   	1         	-0.9761   	88        
2018-11-21_21:26:17           	vu        	-0.9769   	-0.9776   	0         	-0.9776   	89        
2018-11-21_21:28:44           	nih       	-0.9664   	-0.9675   	1         	-0.9776   	90        
2018-11-21_21:32:11           	vu        	-0.9780   	-0.9790   	0         	-0.9790   	91        
2018-11-21_21:34:41           	nih       	-0.9642   	-0.9614   	1         	-0.9790   	92        
2018-11-21_21:38:05           	vu        	-0.9790   	-0.9787   	2         	-0.9790   	93        
2018-11-21_21:40:39           	nih       	-0.9690   	-0.9693   	3         	-0.9790   	94        
2018-11-21_21:44:10           	vu        	-0.9792   	-0.9801   	0         	-0.9801   	95        
2018-11-21_21:46:51           	nih       	-0.9702   	-0.9727   	1         	-0.9801   	96        
2018-11-21_21:50:29           	vu        	-0.9810   	-0.9810   	0         	-0.9810   	97        
2018-11-21_21:53:08           	nih       	-0.9712   	-0.9712   	1         	-0.9810   	98        
2018-11-21_21:56:39           	vu        	-0.9809   	-0.9787   	2         	-0.9810   	99        
2018-11-21_21:59:16           	nih       	-0.9722   	-0.9741   	3         	-0.9810   	100       
2018-11-21_22:02:51           	vu        	-0.9822   	-0.9832   	0         	-0.9832   	101       
2018-11-21_22:05:42           	nih       	-0.9736   	-0.9754   	1         	-0.9832   	102       
2018-11-21_22:09:26           	vu        	-0.9832   	-0.9828   	2         	-0.9832   	103       
2018-11-21_22:12:18           	nih       	-0.9743   	-0.9761   	3         	-0.9832   	104       
2018-11-21_22:16:01           	vu        	-0.9840   	-0.9833   	0         	-0.9833   	105       
2018-11-21_22:18:58           	nih       	-0.9730   	-0.9776   	1         	-0.9833   	106       
2018-11-21_22:22:40           	vu        	-0.9846   	-0.9845   	0         	-0.9845   	107       
2018-11-21_22:25:42           	nih       	-0.9755   	-0.9764   	1         	-0.9845   	108       
2018-11-21_22:29:30           	vu        	-0.9850   	-0.9836   	2         	-0.9845   	109       
2018-11-21_22:32:29           	nih       	-0.9764   	-0.9755   	3         	-0.9845   	110       
2018-11-21_22:36:13           	vu        	-0.9856   	-0.9852   	0         	-0.9852   	111       
2018-11-21_22:39:21           	nih       	-0.9774   	-0.9772   	1         	-0.9852   	112       
2018-11-21_22:43:09           	vu        	-0.9863   	-0.9855   	0         	-0.9855   	113       
2018-11-21_22:46:16           	nih       	-0.9777   	-0.9786   	1         	-0.9855   	114       
2018-11-21_22:50:05           	vu        	-0.9859   	-0.9843   	2         	-0.9855   	115       
2018-11-21_22:53:15           	nih       	-0.9771   	-0.9734   	3         	-0.9855   	116       
2018-11-21_22:57:04           	vu        	-0.9864   	-0.9868   	0         	-0.9868   	117       
2018-11-21_23:00:16           	nih       	-0.9791   	-0.9794   	1         	-0.9868   	118       
2018-11-21_23:04:15           	vu        	-0.9876   	-0.9867   	2         	-0.9868   	119       
2018-11-21_23:07:33           	nih       	-0.9797   	-0.9804   	3         	-0.9868   	120       
2018-11-21_23:11:30           	vu        	-0.9880   	-0.9879   	0         	-0.9879   	121       
2018-11-21_23:14:52           	nih       	-0.9797   	-0.9775   	1         	-0.9879   	122       
2018-11-21_23:18:56           	vu        	-0.9883   	-0.9883   	0         	-0.9883   	123       
2018-11-21_23:22:25           	nih       	-0.9807   	-0.9814   	1         	-0.9883   	124       
2018-11-21_23:26:24           	vu        	-0.9886   	-0.9880   	2         	-0.9883   	125       
2018-11-21_23:29:49           	nih       	-0.9811   	-0.9816   	3         	-0.9883   	126       
2018-11-22_00:00:22           	vu        	-0.9862   	-0.9880   	4         	-0.9883   	127       
2018-11-22_00:36:51           	nih       	-0.9797   	-0.9805   	5         	-0.9883   	128       
2018-11-22_00:39:01           	vu        	-0.9876   	-0.9884   	0         	-0.9884   	129       
2018-11-22_00:41:18           	nih       	-0.9804   	-0.9820   	1         	-0.9884   	130       
2018-11-22_00:43:29           	vu        	-0.9877   	-0.9896   	0         	-0.9896   	131       
2018-11-22_00:45:58           	nih       	-0.9811   	-0.9824   	1         	-0.9896   	132       
2018-11-22_00:48:09           	vu        	-0.9884   	-0.9886   	2         	-0.9896   	133       
2018-11-22_00:50:44           	nih       	-0.9820   	-0.9818   	3         	-0.9896   	134       
2018-11-22_00:53:00           	vu        	-0.9888   	-0.9894   	4         	-0.9896   	135       
2018-11-22_00:55:32           	nih       	-0.9820   	-0.9828   	5         	-0.9896   	136       
2018-11-22_00:57:54           	vu        	-0.9890   	-0.9890   	6         	-0.9896   	137       
2018-11-22_01:00:35           	nih       	-0.9814   	-0.9799   	7         	-0.9896   	138       
2018-11-22_01:02:58           	vu        	-0.9887   	-0.9897   	0         	-0.9897   	139       
2018-11-22_01:05:42           	nih       	-0.9829   	-0.9836   	1         	-0.9897   	140       
2018-11-22_01:08:04           	vu        	-0.9896   	-0.9904   	0         	-0.9904   	141       
2018-11-22_01:10:52           	nih       	-0.9829   	-0.9846   	1         	-0.9904   	142       
2018-11-22_01:13:11           	vu        	-0.9896   	-0.9891   	2         	-0.9904   	143       
2018-11-22_01:15:54           	nih       	-0.9831   	-0.9838   	3         	-0.9904   	144       
2018-11-22_01:18:20           	vu        	-0.9900   	-0.9907   	0         	-0.9907   	145       
2018-11-22_01:21:11           	nih       	-0.9840   	-0.9847   	1         	-0.9907   	146       
2018-11-22_01:23:40           	vu        	-0.9905   	-0.9909   	0         	-0.9909   	147       
2018-11-22_01:26:32           	nih       	-0.9838   	-0.9854   	1         	-0.9909   	148       
2018-11-22_01:29:03           	vu        	-0.9906   	-0.9905   	2         	-0.9909   	149       
2018-11-22_01:32:07           	nih       	-0.9841   	-0.9846   	3         	-0.9909   	150       
2018-11-22_01:34:36           	vu        	-0.9910   	-0.9913   	0         	-0.9913   	151       
2018-11-22_01:37:35           	nih       	-0.9845   	-0.9842   	1         	-0.9913   	152       
2018-11-22_01:40:02           	vu        	-0.9910   	-0.9909   	2         	-0.9913   	153       
2018-11-22_01:43:05           	nih       	-0.9852   	-0.9854   	3         	-0.9913   	154       
2018-11-22_01:45:39           	vu        	-0.9913   	-0.9909   	4         	-0.9913   	155       
2018-11-22_01:48:48           	nih       	-0.9851   	-0.9848   	5         	-0.9913   	156       
2018-11-22_01:51:17           	vu        	-0.9914   	-0.9916   	0         	-0.9916   	157       
2018-11-22_01:54:26           	nih       	-0.9855   	-0.9863   	1         	-0.9916   	158       
2018-11-22_01:56:58           	vu        	-0.9916   	-0.9914   	2         	-0.9916   	159       
2018-11-22_02:00:17           	nih       	-0.9857   	-0.9829   	3         	-0.9916   	160       
2018-11-22_02:02:49           	vu        	-0.9918   	-0.9921   	0         	-0.9921   	161       
2018-11-22_02:06:13           	nih       	-0.9860   	-0.9831   	1         	-0.9921   	162       
2018-11-22_02:08:52           	vu        	-0.9918   	-0.9921   	1         	-0.9921   	163       
2018-11-22_02:12:11           	nih       	-0.9858   	-0.9794   	2         	-0.9921   	164       
2018-11-22_02:14:47           	vu        	-0.9918   	-0.9919   	3         	-0.9921   	165       
2018-11-22_02:18:14           	nih       	-0.9861   	-0.9858   	4         	-0.9921   	166       
2018-11-22_02:20:54           	vu        	-0.9921   	-0.9920   	4         	-0.9921   	167       
2018-11-22_02:24:19           	nih       	-0.9861   	-0.9861   	5         	-0.9921   	168       
2018-11-22_02:27:02           	vu        	-0.9923   	-0.9925   	0         	-0.9925   	169       
2018-11-22_03:06:09           	nih       	-0.9839   	-0.9860   	1         	-0.9925   	170       
2018-11-22_03:08:55           	vu        	-0.9922   	-0.9928   	0         	-0.9928   	171       
2018-11-22_03:11:18           	nih       	-0.9839   	-0.9855   	1         	-0.9928   	172       
2018-11-22_03:14:08           	vu        	-0.9923   	-0.9922   	2         	-0.9928   	173       
2018-11-22_03:16:30           	nih       	-0.9821   	-0.9867   	3         	-0.9928   	174       
2018-11-22_03:19:22           	vu        	-0.9923   	-0.9923   	4         	-0.9928   	175       
2018-11-22_03:21:57           	nih       	-0.9846   	-0.9855   	5         	-0.9928   	176       
2018-11-22_03:24:46           	vu        	-0.9924   	-0.9925   	6         	-0.9928   	177       
2018-11-22_03:27:15           	nih       	-0.9855   	-0.9860   	7         	-0.9928   	178       
2018-11-22_03:30:04           	vu        	-0.9926   	-0.9925   	8         	-0.9928   	179       
2018-11-22_03:32:40           	nih       	-0.9853   	-0.9876   	9         	-0.9928   	180       
2018-11-22_03:35:33           	vu        	-0.9927   	-0.9919   	10        	-0.9928   	181       
