timestamp                     	host_id   	cur_train_loss	cur_val_loss	cur_patience	best_loss 	cur_epoch 
2018-11-19_21:37:35           	vu        	-0.9767   	-0.9767   	0         	-0.9767   	37        
2018-11-19_21:42:45           	nih       	-0.9427   	-0.9413   	1         	-0.9767   	38        
2018-11-19_21:47:29           	vu        	-0.9770   	-0.9782   	0         	-0.9782   	39        
2018-11-19_21:52:42           	nih       	-0.9439   	-0.9444   	1         	-0.9782   	40        
2018-11-19_21:57:35           	vu        	-0.9782   	-0.9775   	2         	-0.9782   	41        
2018-11-19_22:02:54           	nih       	-0.9443   	-0.9448   	3         	-0.9782   	42        
2018-11-19_22:07:42           	vu        	-0.9787   	-0.9780   	4         	-0.9782   	43        
2018-11-19_22:12:58           	nih       	-0.9459   	-0.9449   	5         	-0.9782   	44        
2018-11-19_22:17:51           	vu        	-0.9789   	-0.9796   	0         	-0.9796   	45        
2018-11-19_23:25:34           	nih       	-0.9403   	-0.9444   	1         	-0.9796   	46        
2018-11-19_23:30:26           	vu        	-0.9793   	-0.9801   	0         	-0.9801   	47        
2018-11-19_23:34:41           	nih       	-0.9431   	-0.9462   	1         	-0.9801   	48        
2018-11-19_23:39:39           	vu        	-0.9798   	-0.9743   	2         	-0.9801   	49        
2018-11-19_23:43:50           	nih       	-0.9455   	-0.9439   	3         	-0.9801   	50        
2018-11-19_23:48:53           	vu        	-0.9804   	-0.9812   	0         	-0.9812   	51        
2018-11-19_23:53:11           	nih       	-0.9468   	-0.9436   	1         	-0.9812   	52        
2018-11-19_23:58:10           	vu        	-0.9805   	-0.9808   	2         	-0.9812   	53        
2018-11-20_00:02:27           	nih       	-0.9474   	-0.9480   	3         	-0.9812   	54        
2018-11-20_00:07:29           	vu        	-0.9814   	-0.9815   	0         	-0.9815   	55        
2018-11-20_00:12:00           	nih       	-0.9477   	-0.9493   	1         	-0.9815   	56        
2018-11-20_00:17:10           	vu        	-0.9817   	-0.9813   	2         	-0.9815   	57        
2018-11-20_00:21:30           	nih       	-0.9485   	-0.9465   	3         	-0.9815   	58        
2018-11-20_00:26:31           	vu        	-0.9820   	-0.9827   	0         	-0.9827   	59        
2018-11-20_00:30:53           	nih       	-0.9487   	-0.9500   	1         	-0.9827   	60        
2018-11-20_00:36:05           	vu        	-0.9824   	-0.9815   	2         	-0.9827   	61        
2018-11-20_00:40:44           	nih       	-0.9498   	-0.9480   	3         	-0.9827   	62        
2018-11-20_00:45:50           	vu        	-0.9826   	-0.9826   	4         	-0.9827   	63        
2018-11-20_00:50:29           	nih       	-0.9509   	-0.9520   	5         	-0.9827   	64        
2018-11-20_00:55:39           	vu        	-0.9824   	-0.9809   	6         	-0.9827   	65        
2018-11-20_01:00:14           	nih       	-0.9498   	-0.9508   	7         	-0.9827   	66        
2018-11-20_01:05:28           	vu        	-0.9833   	-0.9833   	0         	-0.9833   	67        
2018-11-20_01:10:15           	nih       	-0.9514   	-0.9513   	1         	-0.9833   	68        
2018-11-20_01:15:29           	vu        	-0.9835   	-0.9838   	0         	-0.9838   	69        
2018-11-20_01:20:22           	nih       	-0.9521   	-0.9515   	1         	-0.9838   	70        
2018-11-20_01:25:44           	vu        	-0.9836   	-0.9823   	2         	-0.9838   	71        
2018-11-20_01:30:31           	nih       	-0.9523   	-0.9509   	3         	-0.9838   	72        
2018-11-20_01:35:48           	vu        	-0.9839   	-0.9838   	3         	-0.9838   	73        
2018-11-20_01:40:43           	nih       	-0.9525   	-0.9517   	4         	-0.9838   	74        
2018-11-20_01:46:05           	vu        	-0.9842   	-0.9842   	0         	-0.9842   	75        
2018-11-20_01:51:10           	nih       	-0.9531   	-0.9530   	1         	-0.9842   	76        
2018-11-20_01:56:34           	vu        	-0.9846   	-0.9840   	2         	-0.9842   	77        
2018-11-20_02:01:38           	nih       	-0.9536   	-0.9528   	3         	-0.9842   	78        
2018-11-20_02:07:04           	vu        	-0.9845   	-0.9842   	0         	-0.9842   	79        
2018-11-20_02:12:13           	nih       	-0.9531   	-0.9508   	1         	-0.9842   	80        
2018-11-20_02:17:38           	vu        	-0.9851   	-0.9841   	1         	-0.9842   	81        
2018-11-20_02:22:51           	nih       	-0.9541   	-0.9541   	2         	-0.9842   	82        
2018-11-20_02:28:24           	vu        	-0.9854   	-0.9854   	0         	-0.9854   	83        
2018-11-20_02:33:41           	nih       	-0.9532   	-0.9513   	1         	-0.9854   	84        
2018-11-20_02:39:11           	vu        	-0.9856   	-0.9847   	2         	-0.9854   	85        
2018-11-20_02:44:25           	nih       	-0.9543   	-0.9512   	3         	-0.9854   	86        
2018-11-20_02:50:01           	vu        	-0.9853   	-0.9853   	3         	-0.9854   	87        
2018-11-20_03:24:05           	nih       	-0.9512   	-0.9536   	4         	-0.9854   	88        
2018-11-20_03:29:43           	vu        	-0.9858   	-0.9850   	5         	-0.9854   	89        
2018-11-20_03:33:51           	nih       	-0.9520   	-0.9555   	6         	-0.9854   	90        
2018-11-20_03:39:27           	vu        	-0.9859   	-0.9858   	0         	-0.9858   	91        
2018-11-20_03:43:40           	nih       	-0.9528   	-0.9554   	1         	-0.9858   	92        
2018-11-20_03:49:22           	vu        	-0.9862   	-0.9855   	2         	-0.9858   	93        
2018-11-20_03:53:40           	nih       	-0.9535   	-0.9529   	3         	-0.9858   	94        
2018-11-20_03:59:20           	vu        	-0.9865   	-0.9861   	0         	-0.9861   	95        
2018-11-20_04:03:39           	nih       	-0.9530   	-0.9555   	1         	-0.9861   	96        
2018-11-20_04:09:22           	vu        	-0.9865   	-0.9861   	1         	-0.9861   	97        
2018-11-20_04:13:48           	nih       	-0.9545   	-0.9561   	2         	-0.9861   	98        
2018-11-20_04:19:33           	vu        	-0.9867   	-0.9863   	0         	-0.9863   	99        
2018-11-20_04:24:04           	nih       	-0.9548   	-0.9554   	1         	-0.9863   	100       
2018-11-20_04:29:56           	vu        	-0.9866   	-0.9866   	0         	-0.9866   	101       
2018-11-20_04:34:33           	nih       	-0.9539   	-0.9555   	1         	-0.9866   	102       
2018-11-20_04:40:21           	vu        	-0.9867   	-0.9867   	0         	-0.9867   	103       
2018-11-20_04:44:55           	nih       	-0.9552   	-0.9564   	1         	-0.9867   	104       
2018-11-20_04:50:48           	vu        	-0.9871   	-0.9867   	1         	-0.9867   	105       
2018-11-20_04:55:32           	nih       	-0.9556   	-0.9554   	2         	-0.9867   	106       
2018-11-20_05:01:28           	vu        	-0.9871   	-0.9862   	3         	-0.9867   	107       
2018-11-20_05:06:13           	nih       	-0.9558   	-0.9554   	4         	-0.9867   	108       
2018-11-20_05:12:12           	vu        	-0.9874   	-0.9862   	5         	-0.9867   	109       
2018-11-20_05:16:54           	nih       	-0.9557   	-0.9565   	6         	-0.9867   	110       
2018-11-20_05:22:57           	vu        	-0.9872   	-0.9866   	7         	-0.9867   	111       
2018-11-20_05:27:52           	nih       	-0.9550   	-0.9522   	8         	-0.9867   	112       
2018-11-20_05:34:17           	vu        	-0.9871   	-0.9865   	9         	-0.9867   	113       
2018-11-20_05:39:09           	nih       	-0.9564   	-0.9566   	10        	-0.9867   	114       
